,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_segment,weather_label
5591,5592,2011-08-25,3,0,8,21,0,4,1,1,0.64,0.5909,0.78,0.2836,29,158,187,Night,Clear/Few clouds
5592,5593,2011-08-25,3,0,8,22,0,4,1,1,0.62,0.5758,0.83,0.0,21,126,147,Night,Clear/Few clouds
5593,5594,2011-08-25,3,0,8,23,0,4,1,1,0.62,0.5758,0.83,0.0896,15,69,84,Night,Clear/Few clouds
5594,5595,2011-08-26,3,0,8,0,0,5,1,1,0.62,0.5758,0.83,0.1343,9,42,51,Night,Clear/Few clouds
5595,5596,2011-08-26,3,0,8,1,0,5,1,1,0.62,0.5758,0.83,0.0,10,13,23,Night,Clear/Few clouds
5596,5597,2011-08-26,3,0,8,2,0,5,1,1,0.62,0.5606,0.88,0.1343,4,16,20,Night,Clear/Few clouds
5597,5598,2011-08-26,3,0,8,3,0,5,1,1,0.6,0.5455,0.88,0.1045,3,8,11,Night,Clear/Few clouds
5598,5599,2011-08-26,3,0,8,4,0,5,1,1,0.62,0.5606,0.88,0.0,2,6,8,Night,Clear/Few clouds
5599,5600,2011-08-26,3,0,8,5,0,5,1,2,0.62,0.5606,0.88,0.0,3,23,26,Morning,Mist/Cloudy
5600,5601,2011-08-26,3,0,8,6,0,5,1,1,0.62,0.5606,0.88,0.0,5,100,105,Morning,Clear/Few clouds
5601,5602,2011-08-26,3,0,8,7,0,5,1,1,0.64,0.5758,0.83,0.0,3,263,266,Morning,Clear/Few clouds
5602,5603,2011-08-26,3,0,8,8,0,5,1,1,0.66,0.6061,0.83,0.1045,17,387,404,Morning,Clear/Few clouds
5603,5604,2011-08-26,3,0,8,9,0,5,1,1,0.7,0.6667,0.74,0.0,39,191,230,Morning,Clear/Few clouds
5604,5605,2011-08-26,3,0,8,10,0,5,1,1,0.74,0.697,0.66,0.0896,34,89,123,Morning,Clear/Few clouds
5605,5606,2011-08-26,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0.0,63,151,214,Morning,Mist/Cloudy
5606,5607,2011-08-26,3,0,8,12,0,5,1,2,0.76,0.7273,0.66,0.1045,70,173,243,Afternoon,Mist/Cloudy
5607,5608,2011-08-26,3,0,8,13,0,5,1,2,0.78,0.7424,0.59,0.1045,72,165,237,Afternoon,Mist/Cloudy
5608,5609,2011-08-26,3,0,8,14,0,5,1,1,0.8,0.7727,0.59,0.0,55,164,219,Afternoon,Clear/Few clouds
5609,5610,2011-08-26,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,53,196,249,Afternoon,Mist/Cloudy
5610,5611,2011-08-26,3,0,8,16,0,5,1,1,0.78,0.7424,0.62,0.1045,50,293,343,Afternoon,Clear/Few clouds
5611,5612,2011-08-26,3,0,8,17,0,5,1,1,0.74,0.7121,0.74,0.2537,56,433,489,Evening,Clear/Few clouds
5612,5613,2011-08-26,3,0,8,18,0,5,1,2,0.74,0.7121,0.74,0.1343,40,370,410,Evening,Mist/Cloudy
5613,5614,2011-08-26,3,0,8,19,0,5,1,1,0.72,0.697,0.79,0.1045,55,235,290,Evening,Clear/Few clouds
5614,5615,2011-08-26,3,0,8,20,0,5,1,1,0.72,0.697,0.79,0.0896,39,183,222,Evening,Clear/Few clouds
5615,5616,2011-08-26,3,0,8,21,0,5,1,1,0.72,0.697,0.79,0.1642,38,152,190,Night,Clear/Few clouds
5616,5617,2011-08-26,3,0,8,22,0,5,1,1,0.72,0.697,0.79,0.1045,26,126,152,Night,Clear/Few clouds
5617,5618,2011-08-26,3,0,8,23,0,5,1,1,0.7,0.6667,0.84,0.0896,22,114,136,Night,Clear/Few clouds
5618,5619,2011-08-27,3,0,8,0,0,6,0,1,0.7,0.6667,0.84,0.1045,33,112,145,Night,Clear/Few clouds
5619,5620,2011-08-27,3,0,8,1,0,6,0,1,0.7,0.6667,0.84,0.1642,13,51,64,Night,Clear/Few clouds
5620,5621,2011-08-27,3,0,8,2,0,6,0,1,0.7,0.6667,0.84,0.194,18,59,77,Night,Clear/Few clouds
5621,5622,2011-08-27,3,0,8,3,0,6,0,2,0.7,0.6667,0.84,0.2239,8,22,30,Night,Mist/Cloudy
5622,5623,2011-08-27,3,0,8,4,0,6,0,2,0.7,0.6667,0.84,0.2239,1,3,4,Night,Mist/Cloudy
5623,5624,2011-08-27,3,0,8,5,0,6,0,2,0.7,0.6667,0.84,0.2985,1,11,12,Morning,Mist/Cloudy
5624,5625,2011-08-27,3,0,8,6,0,6,0,2,0.7,0.6667,0.84,0.2985,3,15,18,Morning,Mist/Cloudy
5625,5626,2011-08-27,3,0,8,7,0,6,0,2,0.7,0.6667,0.84,0.3582,2,26,28,Morning,Mist/Cloudy
5626,5627,2011-08-27,3,0,8,8,0,6,0,2,0.7,0.6667,0.84,0.2537,14,62,76,Morning,Mist/Cloudy
5627,5628,2011-08-27,3,0,8,9,0,6,0,2,0.7,0.6667,0.84,0.4179,28,128,156,Morning,Mist/Cloudy
5628,5629,2011-08-27,3,0,8,10,0,6,0,2,0.7,0.6667,0.79,0.4627,51,154,205,Morning,Mist/Cloudy
5629,5630,2011-08-27,3,0,8,11,0,6,0,3,0.66,0.5909,0.89,0.4179,15,73,88,Morning,Light Snow/Light Rain
5630,5631,2011-08-27,3,0,8,12,0,6,0,3,0.66,0.6061,0.83,0.4925,11,65,76,Afternoon,Light Snow/Light Rain
5631,5632,2011-08-27,3,0,8,13,0,6,0,3,0.66,0.6061,0.83,0.3881,10,33,43,Afternoon,Light Snow/Light Rain
5632,5633,2011-08-27,3,0,8,14,0,6,0,3,0.64,0.5758,0.89,0.5522,4,19,23,Afternoon,Light Snow/Light Rain
5633,5634,2011-08-27,3,0,8,15,0,6,0,3,0.64,0.5758,0.89,0.5522,2,28,30,Afternoon,Light Snow/Light Rain
5634,5635,2011-08-27,3,0,8,16,0,6,0,3,0.64,0.5758,0.89,0.5224,10,14,24,Afternoon,Light Snow/Light Rain
5635,5636,2011-08-27,3,0,8,17,0,6,0,3,0.64,0.5758,0.89,0.8358,2,14,16,Evening,Light Snow/Light Rain
5636,5637,2011-08-28,3,0,8,7,0,0,0,3,0.62,0.5758,0.83,0.3582,0,1,1,Morning,Light Snow/Light Rain
5637,5638,2011-08-28,3,0,8,8,0,0,0,3,0.62,0.5758,0.83,0.4179,2,6,8,Morning,Light Snow/Light Rain
5638,5639,2011-08-28,3,0,8,9,0,0,0,1,0.66,0.6212,0.74,0.4179,7,46,53,Morning,Clear/Few clouds
5639,5640,2011-08-28,3,0,8,10,0,0,0,1,0.7,0.6515,0.61,0.6119,27,115,142,Morning,Clear/Few clouds
5640,5641,2011-08-28,3,0,8,11,0,0,0,1,0.7,0.6515,0.58,0.3881,59,178,237,Morning,Clear/Few clouds
5641,5642,2011-08-28,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,88,218,306,Afternoon,Clear/Few clouds
5642,5643,2011-08-28,3,0,8,13,0,0,0,1,0.76,0.6818,0.45,0.3582,129,302,431,Afternoon,Clear/Few clouds
5643,5644,2011-08-28,3,0,8,14,0,0,0,1,0.78,0.697,0.43,0.4179,157,290,447,Afternoon,Clear/Few clouds
5644,5645,2011-08-28,3,0,8,15,0,0,0,1,0.78,0.697,0.43,0.3582,155,314,469,Afternoon,Clear/Few clouds
5645,5646,2011-08-28,3,0,8,16,0,0,0,1,0.8,0.7121,0.36,0.3881,196,295,491,Afternoon,Clear/Few clouds
5646,5647,2011-08-28,3,0,8,17,0,0,0,1,0.76,0.6818,0.4,0.2985,145,253,398,Evening,Clear/Few clouds
5647,5648,2011-08-28,3,0,8,18,0,0,0,1,0.74,0.6667,0.42,0.2239,145,257,402,Evening,Clear/Few clouds
5648,5649,2011-08-28,3,0,8,19,0,0,0,1,0.72,0.6667,0.48,0.1045,140,247,387,Evening,Clear/Few clouds
5649,5650,2011-08-28,3,0,8,20,0,0,0,1,0.72,0.6515,0.45,0.1045,64,150,214,Evening,Clear/Few clouds
5650,5651,2011-08-28,3,0,8,21,0,0,0,1,0.66,0.6212,0.61,0.1343,60,126,186,Night,Clear/Few clouds
5651,5652,2011-08-28,3,0,8,22,0,0,0,1,0.64,0.6061,0.69,0.1045,25,73,98,Night,Clear/Few clouds
5652,5653,2011-08-28,3,0,8,23,0,0,0,1,0.62,0.5909,0.73,0.1045,16,48,64,Night,Clear/Few clouds
5653,5654,2011-08-29,3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,13,21,34,Night,Clear/Few clouds
5654,5655,2011-08-29,3,0,8,1,0,1,1,1,0.6,0.5909,0.69,0.1045,5,15,20,Night,Clear/Few clouds
5655,5656,2011-08-29,3,0,8,2,0,1,1,1,0.6,0.5909,0.69,0.194,8,5,13,Night,Clear/Few clouds
5656,5657,2011-08-29,3,0,8,3,0,1,1,1,0.6,0.5909,0.69,0.1045,1,5,6,Night,Clear/Few clouds
5657,5658,2011-08-29,3,0,8,4,0,1,1,1,0.56,0.5303,0.68,0.1343,0,3,3,Night,Clear/Few clouds
5658,5659,2011-08-29,3,0,8,5,0,1,1,1,0.56,0.5303,0.73,0.1343,0,17,17,Morning,Clear/Few clouds
5659,5660,2011-08-29,3,0,8,6,0,1,1,1,0.56,0.5303,0.73,0.1343,3,99,102,Morning,Clear/Few clouds
5660,5661,2011-08-29,3,0,8,7,0,1,1,1,0.6,0.6061,0.6,0.2239,11,273,284,Morning,Clear/Few clouds
5661,5662,2011-08-29,3,0,8,8,0,1,1,1,0.62,0.6212,0.57,0.2537,20,384,404,Morning,Clear/Few clouds
5662,5663,2011-08-29,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,22,166,188,Morning,Clear/Few clouds
5663,5664,2011-08-29,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115,Morning,Clear/Few clouds
5664,5665,2011-08-29,3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,38,100,138,Morning,Clear/Few clouds
5665,5666,2011-08-29,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642,48,159,207,Afternoon,Mist/Cloudy
5666,5667,2011-08-29,3,0,8,13,0,1,1,2,0.7,0.6364,0.39,0.0,48,170,218,Afternoon,Mist/Cloudy
5667,5668,2011-08-29,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0.0,55,127,182,Afternoon,Clear/Few clouds
5668,5669,2011-08-29,3,0,8,15,0,1,1,1,0.7,0.6364,0.42,0.1642,56,164,220,Afternoon,Clear/Few clouds
5669,5670,2011-08-29,3,0,8,16,0,1,1,1,0.72,0.6515,0.42,0.1642,56,226,282,Afternoon,Clear/Few clouds
5670,5671,2011-08-29,3,0,8,17,0,1,1,2,0.7,0.6364,0.47,0.2239,67,524,591,Evening,Mist/Cloudy
5671,5672,2011-08-29,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,60,487,547,Evening,Clear/Few clouds
5672,5673,2011-08-29,3,0,8,19,0,1,1,1,0.66,0.6212,0.47,0.2537,50,317,367,Evening,Clear/Few clouds
5673,5674,2011-08-29,3,0,8,20,0,1,1,1,0.64,0.6212,0.53,0.1642,50,227,277,Evening,Clear/Few clouds
5674,5675,2011-08-29,3,0,8,21,0,1,1,1,0.64,0.6212,0.53,0.194,34,168,202,Night,Clear/Few clouds
5675,5676,2011-08-29,3,0,8,22,0,1,1,1,0.62,0.6212,0.57,0.1343,23,119,142,Night,Clear/Few clouds
5676,5677,2011-08-29,3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,19,56,75,Night,Clear/Few clouds
5677,5678,2011-08-30,3,0,8,0,0,2,1,1,0.56,0.5303,0.73,0.1343,10,17,27,Night,Clear/Few clouds
5678,5679,2011-08-30,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,6,7,13,Night,Clear/Few clouds
5679,5680,2011-08-30,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045,2,8,10,Night,Clear/Few clouds
5680,5681,2011-08-30,3,0,8,3,0,2,1,1,0.54,0.5152,0.73,0.194,2,2,4,Night,Clear/Few clouds
5681,5682,2011-08-30,3,0,8,4,0,2,1,1,0.52,0.5,0.77,0.1642,0,6,6,Night,Clear/Few clouds
5682,5683,2011-08-30,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28,Morning,Clear/Few clouds
5683,5684,2011-08-30,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,4,115,119,Morning,Clear/Few clouds
5684,5685,2011-08-30,3,0,8,7,0,2,1,1,0.56,0.5303,0.68,0.1343,19,338,357,Morning,Clear/Few clouds
5685,5686,2011-08-30,3,0,8,8,0,2,1,1,0.62,0.6212,0.57,0.1343,34,459,493,Morning,Clear/Few clouds
5686,5687,2011-08-30,3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,38,180,218,Morning,Clear/Few clouds
5687,5688,2011-08-30,3,0,8,10,0,2,1,1,0.7,0.6364,0.39,0.2239,28,109,137,Morning,Clear/Few clouds
5688,5689,2011-08-30,3,0,8,11,0,2,1,1,0.72,0.6515,0.37,0.194,60,115,175,Morning,Clear/Few clouds
5689,5690,2011-08-30,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0.0,65,172,237,Afternoon,Clear/Few clouds
5690,5691,2011-08-30,3,0,8,13,0,2,1,1,0.74,0.6515,0.35,0.1045,59,170,229,Afternoon,Clear/Few clouds
5691,5692,2011-08-30,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,58,151,209,Afternoon,Clear/Few clouds
5692,5693,2011-08-30,3,0,8,15,0,2,1,1,0.74,0.6515,0.35,0.2239,34,162,196,Afternoon,Clear/Few clouds
5693,5694,2011-08-30,3,0,8,16,0,2,1,1,0.74,0.6515,0.37,0.1642,42,295,337,Afternoon,Clear/Few clouds
5694,5695,2011-08-30,3,0,8,17,0,2,1,1,0.72,0.6515,0.42,0.194,62,549,611,Evening,Clear/Few clouds
5695,5696,2011-08-30,3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,60,516,576,Evening,Clear/Few clouds
5696,5697,2011-08-30,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465,Evening,Clear/Few clouds
5697,5698,2011-08-30,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0.0,39,259,298,Evening,Clear/Few clouds
5698,5699,2011-08-30,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180,223,Night,Clear/Few clouds
5699,5700,2011-08-30,3,0,8,22,0,2,1,1,0.62,0.6061,0.61,0.0,22,121,143,Night,Clear/Few clouds
5700,5701,2011-08-30,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.0,19,74,93,Night,Clear/Few clouds
5701,5702,2011-08-31,3,0,8,0,0,3,1,1,0.6,0.5909,0.69,0.0,8,24,32,Night,Clear/Few clouds
5702,5703,2011-08-31,3,0,8,1,0,3,1,1,0.6,0.5909,0.69,0.0,2,13,15,Night,Clear/Few clouds
5703,5704,2011-08-31,3,0,8,2,0,3,1,1,0.56,0.5303,0.73,0.0,1,5,6,Night,Clear/Few clouds
5704,5705,2011-08-31,3,0,8,3,0,3,1,1,0.56,0.5303,0.78,0.0,2,4,6,Night,Clear/Few clouds
5705,5706,2011-08-31,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.0,0,5,5,Night,Clear/Few clouds
5706,5707,2011-08-31,3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27,Morning,Clear/Few clouds
5707,5708,2011-08-31,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0.0,4,107,111,Morning,Clear/Few clouds
5708,5709,2011-08-31,3,0,8,7,0,3,1,1,0.6,0.5758,0.78,0.0,12,316,328,Morning,Clear/Few clouds
5709,5710,2011-08-31,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.0,27,440,467,Morning,Clear/Few clouds
5710,5711,2011-08-31,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.0896,27,217,244,Morning,Clear/Few clouds
5711,5712,2011-08-31,3,0,8,10,0,3,1,1,0.7,0.6364,0.45,0.1045,33,105,138,Morning,Clear/Few clouds
5712,5713,2011-08-31,3,0,8,11,0,3,1,1,0.72,0.6515,0.42,0.1343,28,143,171,Morning,Clear/Few clouds
5713,5714,2011-08-31,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,68,192,260,Afternoon,Clear/Few clouds
5714,5715,2011-08-31,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,39,182,221,Afternoon,Clear/Few clouds
5715,5716,2011-08-31,3,0,8,14,0,3,1,1,0.74,0.6515,0.4,0.1343,48,148,196,Afternoon,Clear/Few clouds
5716,5717,2011-08-31,3,0,8,15,0,3,1,1,0.74,0.6515,0.4,0.1343,34,138,172,Afternoon,Clear/Few clouds
5717,5718,2011-08-31,3,0,8,16,0,3,1,1,0.74,0.6667,0.42,0.1343,46,263,309,Afternoon,Clear/Few clouds
5718,5719,2011-08-31,3,0,8,17,0,3,1,1,0.72,0.6515,0.45,0.1343,83,525,608,Evening,Clear/Few clouds
5719,5720,2011-08-31,3,0,8,18,0,3,1,1,0.7,0.6515,0.51,0.2239,70,495,565,Evening,Clear/Few clouds
5720,5721,2011-08-31,3,0,8,19,0,3,1,1,0.84,0.7727,0.47,0.2537,53,393,446,Evening,Clear/Few clouds
5721,5722,2011-08-31,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,30,259,289,Evening,Clear/Few clouds
5722,5723,2011-08-31,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201,Night,Clear/Few clouds
5723,5724,2011-08-31,3,0,8,22,0,3,1,1,0.64,0.6061,0.69,0.0,20,137,157,Night,Clear/Few clouds
5724,5725,2011-08-31,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,24,60,84,Night,Clear/Few clouds
5725,5726,2011-09-01,3,0,9,0,0,4,1,1,0.6,0.5758,0.78,0.1045,18,33,51,Night,Clear/Few clouds
5726,5727,2011-09-01,3,0,9,1,0,4,1,1,0.6,0.5909,0.73,0.0896,7,14,21,Night,Clear/Few clouds
5727,5728,2011-09-01,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,14,11,25,Night,Clear/Few clouds
5728,5729,2011-09-01,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14,Night,Clear/Few clouds
5729,5730,2011-09-01,3,0,9,4,0,4,1,1,0.56,0.5303,0.83,0.0896,0,7,7,Night,Clear/Few clouds
5730,5731,2011-09-01,3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23,Morning,Clear/Few clouds
5731,5732,2011-09-01,3,0,9,6,0,4,1,1,0.6,0.5758,0.78,0.0,2,103,105,Morning,Clear/Few clouds
5732,5733,2011-09-01,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,7,335,342,Morning,Clear/Few clouds
5733,5734,2011-09-01,3,0,9,8,0,4,1,1,0.62,0.5909,0.73,0.1343,31,467,498,Morning,Clear/Few clouds
5734,5735,2011-09-01,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,29,178,207,Morning,Clear/Few clouds
5735,5736,2011-09-01,3,0,9,10,0,4,1,1,0.68,0.6364,0.61,0.1343,46,92,138,Morning,Clear/Few clouds
5736,5737,2011-09-01,3,0,9,11,0,4,1,1,0.72,0.6667,0.51,0.1343,51,141,192,Morning,Clear/Few clouds
5737,5738,2011-09-01,3,0,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,64,165,229,Afternoon,Mist/Cloudy
5738,5739,2011-09-01,3,0,9,13,0,4,1,2,0.72,0.6667,0.48,0.0896,50,169,219,Afternoon,Mist/Cloudy
5739,5740,2011-09-01,3,0,9,14,0,4,1,3,0.72,0.6667,0.54,0.2537,54,144,198,Afternoon,Light Snow/Light Rain
5740,5741,2011-09-01,3,0,9,15,0,4,1,1,0.72,0.6667,0.51,0.1343,39,135,174,Afternoon,Clear/Few clouds
5741,5742,2011-09-01,3,0,9,16,0,4,1,1,0.74,0.6667,0.51,0.194,55,253,308,Afternoon,Clear/Few clouds
5742,5743,2011-09-01,3,0,9,17,0,4,1,1,0.72,0.6667,0.54,0.2537,61,567,628,Evening,Clear/Few clouds
5743,5744,2011-09-01,3,0,9,18,0,4,1,1,0.72,0.6667,0.54,0.2239,69,462,531,Evening,Clear/Few clouds
5744,5745,2011-09-01,3,0,9,19,0,4,1,1,0.7,0.6515,0.58,0.1642,79,364,443,Evening,Clear/Few clouds
5745,5746,2011-09-01,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,33,247,280,Evening,Clear/Few clouds
5746,5747,2011-09-01,3,0,9,21,0,4,1,2,0.66,0.6212,0.57,0.194,17,160,177,Night,Mist/Cloudy
5747,5748,2011-09-01,3,0,9,22,0,4,1,2,0.66,0.6212,0.57,0.2239,34,145,179,Night,Mist/Cloudy
5748,5749,2011-09-01,3,0,9,23,0,4,1,1,0.64,0.6061,0.65,0.2537,15,111,126,Night,Clear/Few clouds
5749,5750,2011-09-02,3,0,9,0,0,5,1,1,0.64,0.6061,0.65,0.194,6,58,64,Night,Clear/Few clouds
5750,5751,2011-09-02,3,0,9,1,0,5,1,3,0.62,0.5909,0.73,0.1045,4,28,32,Night,Light Snow/Light Rain
5751,5752,2011-09-02,3,0,9,2,0,5,1,3,0.62,0.5909,0.73,0.1045,9,11,20,Night,Light Snow/Light Rain
5752,5753,2011-09-02,3,0,9,3,0,5,1,2,0.6,0.5606,0.83,0.1642,4,4,8,Night,Mist/Cloudy
5753,5754,2011-09-02,3,0,9,4,0,5,1,1,0.6,0.5606,0.83,0.0896,2,2,4,Night,Clear/Few clouds
5754,5755,2011-09-02,3,0,9,5,0,5,1,2,0.6,0.5606,0.83,0.1343,0,20,20,Morning,Mist/Cloudy
5755,5756,2011-09-02,3,0,9,6,0,5,1,1,0.6,0.5606,0.83,0.1343,3,73,76,Morning,Clear/Few clouds
5756,5757,2011-09-02,3,0,9,7,0,5,1,1,0.6,0.5606,0.83,0.1045,6,253,259,Morning,Clear/Few clouds
5757,5758,2011-09-02,3,0,9,8,0,5,1,1,0.62,0.5909,0.78,0.194,22,434,456,Morning,Clear/Few clouds
5758,5759,2011-09-02,3,0,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,30,190,220,Morning,Mist/Cloudy
5759,5760,2011-09-02,3,0,9,10,0,5,1,2,0.64,0.6061,0.76,0.1642,34,106,140,Morning,Mist/Cloudy
5760,5761,2011-09-02,3,0,9,11,0,5,1,2,0.66,0.6212,0.74,0.1045,51,141,192,Morning,Mist/Cloudy
5761,5762,2011-09-02,3,0,9,12,0,5,1,2,0.66,0.6212,0.69,0.2239,82,178,260,Afternoon,Mist/Cloudy
5762,5763,2011-09-02,3,0,9,13,0,5,1,2,0.68,0.6364,0.65,0.1343,72,207,279,Afternoon,Mist/Cloudy
5763,5764,2011-09-02,3,0,9,14,0,5,1,2,0.7,0.6515,0.61,0.1045,75,208,283,Afternoon,Mist/Cloudy
5764,5765,2011-09-02,3,0,9,15,0,5,1,2,0.7,0.6515,0.61,0.2537,69,277,346,Afternoon,Mist/Cloudy
5765,5766,2011-09-02,3,0,9,16,0,5,1,2,0.7,0.6515,0.61,0.1343,82,299,381,Afternoon,Mist/Cloudy
5766,5767,2011-09-02,3,0,9,17,0,5,1,2,0.68,0.6364,0.65,0.1642,78,377,455,Evening,Mist/Cloudy
5767,5768,2011-09-02,3,0,9,18,0,5,1,2,0.68,0.6364,0.65,0.194,50,305,355,Evening,Mist/Cloudy
5768,5769,2011-09-02,3,0,9,19,0,5,1,1,0.66,0.6212,0.69,0.1343,67,220,287,Evening,Clear/Few clouds
5769,5770,2011-09-02,3,0,9,20,0,5,1,1,0.64,0.6061,0.73,0.0,38,158,196,Evening,Clear/Few clouds
5770,5771,2011-09-02,3,0,9,21,0,5,1,2,0.64,0.6061,0.73,0.0896,28,121,149,Night,Mist/Cloudy
5771,5772,2011-09-02,3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642,33,114,147,Night,Mist/Cloudy
5772,5773,2011-09-02,3,0,9,23,0,5,1,2,0.64,0.6061,0.73,0.1642,30,68,98,Night,Mist/Cloudy
5773,5774,2011-09-03,3,0,9,0,0,6,0,2,0.64,0.6061,0.73,0.1045,22,65,87,Night,Mist/Cloudy
5774,5775,2011-09-03,3,0,9,1,0,6,0,2,0.64,0.6061,0.69,0.2537,17,57,74,Night,Mist/Cloudy
5775,5776,2011-09-03,3,0,9,2,0,6,0,2,0.64,0.6061,0.69,0.2239,15,26,41,Night,Mist/Cloudy
5776,5777,2011-09-03,3,0,9,3,0,6,0,1,0.62,0.5909,0.73,0.1642,17,18,35,Night,Clear/Few clouds
5777,5778,2011-09-03,3,0,9,4,0,6,0,1,0.62,0.5909,0.73,0.1642,3,4,7,Night,Clear/Few clouds
5778,5779,2011-09-03,3,0,9,5,0,6,0,1,0.62,0.6061,0.69,0.194,3,9,12,Morning,Clear/Few clouds
5779,5780,2011-09-03,3,0,9,6,0,6,0,1,0.62,0.5909,0.73,0.1642,4,19,23,Morning,Clear/Few clouds
5780,5781,2011-09-03,3,0,9,7,0,6,0,1,0.62,0.5909,0.73,0.194,5,33,38,Morning,Clear/Few clouds
5781,5782,2011-09-03,3,0,9,8,0,6,0,1,0.64,0.6061,0.69,0.1642,24,65,89,Morning,Clear/Few clouds
5782,5783,2011-09-03,3,0,9,9,0,6,0,2,0.66,0.6212,0.69,0.2537,83,118,201,Morning,Mist/Cloudy
5783,5784,2011-09-03,3,0,9,10,0,6,0,3,0.66,0.6212,0.65,0.2537,90,168,258,Morning,Light Snow/Light Rain
5784,5785,2011-09-03,3,0,9,11,0,6,0,3,0.66,0.6212,0.69,0.2836,66,128,194,Morning,Light Snow/Light Rain
5785,5786,2011-09-03,3,0,9,12,0,6,0,1,0.7,0.6515,0.61,0.2239,97,160,257,Afternoon,Clear/Few clouds
5786,5787,2011-09-03,3,0,9,13,0,6,0,1,0.7,0.6515,0.65,0.2239,153,200,353,Afternoon,Clear/Few clouds
5787,5788,2011-09-03,3,0,9,14,0,6,0,2,0.72,0.6818,0.66,0.1642,204,176,380,Afternoon,Mist/Cloudy
5788,5789,2011-09-03,3,0,9,15,0,6,0,1,0.72,0.6818,0.7,0.1642,187,201,388,Afternoon,Clear/Few clouds
5789,5790,2011-09-03,3,0,9,16,0,6,0,1,0.72,0.6818,0.7,0.194,186,188,374,Afternoon,Clear/Few clouds
5790,5791,2011-09-03,3,0,9,17,0,6,0,1,0.72,0.6818,0.7,0.2239,170,201,371,Evening,Clear/Few clouds
5791,5792,2011-09-03,3,0,9,18,0,6,0,1,0.72,0.6818,0.7,0.1642,160,179,339,Evening,Clear/Few clouds
5792,5793,2011-09-03,3,0,9,19,0,6,0,1,0.7,0.6667,0.74,0.1343,147,148,295,Evening,Clear/Few clouds
5793,5794,2011-09-03,3,0,9,20,0,6,0,1,0.7,0.6667,0.79,0.1642,99,120,219,Evening,Clear/Few clouds
5794,5795,2011-09-03,3,0,9,21,0,6,0,1,0.68,0.6364,0.83,0.1343,71,93,164,Night,Clear/Few clouds
5795,5796,2011-09-03,3,0,9,22,0,6,0,1,0.68,0.6364,0.83,0.1045,66,96,162,Night,Clear/Few clouds
5796,5797,2011-09-03,3,0,9,23,0,6,0,1,0.66,0.6212,0.85,0.1343,46,77,123,Night,Clear/Few clouds
5797,5798,2011-09-04,3,0,9,0,0,0,0,1,0.66,0.5909,0.89,0.194,33,76,109,Night,Clear/Few clouds
